Ward-Code,Ward-Name,Townsend01,Quintiles
00BQFT,Smallbridge and Wardleworth,10.97,5
00BQFU,Spotland,1.40,4
00BQFW,Wardle,0.39,4
00BRFA,Barton,3.34,5
00BRFB,Blackfriars,7.47,5
00BRFC,Broughton,8.24,5
00BRFD,Cadishead,1.50,4
00BRFE,Claremont,0.44,4
00BRFF,Eccles,2.25,5
00BRFG,Irlam,0.84,4
00BRFH,Kersal,4.06,5
00BRFJ,Langworthy,7.07,5
00BRFK,Little Hulton,7.35,5
00BRFL,Ordsall,6.52,5
00BRFM,Pendlebury,2.61,5
00BRFN,Pendleton,8.55,5
00BRFP,Swinton North,1.17,4
00BRFQ,Swinton South,-1.01,3
00BRFR,Walkden North,3.87,5
00BRFS,Walkden South,-0.76,3
00BRFT,Weaste and Seedley,3.83,5
00BRFU,Winton,3.92,5
00BRFW,Worsley and Boothstown,-3.15,1
00BSFA,Bredbury,-0.98,3
00BSFB,Brinnington,7.05,5
00BSFC,Cale Green,1.98,4
00BSFD,Cheadle,-1.93,2
00BSFE,Cheadle Hulme North,-1.66,3
00BSFF,Cheadle Hulme South,-3.03,1
00BSFG,Davenport,-0.47,3
00BSFH,East Bramhall,-4.11,1
00BSFJ,Edgeley,0.81,4
00BSFK,Great Moor,0.61,4
00BSFL,Hazel Grove,-2.24,2
00BSFM,Heald Green,-2.56,2
00BSFN,Heaton Mersey,-1.66,3
00BSFP,Heaton Moor,-1.53,3
00BSFQ,Manor,-0.31,3
00BSFR,North Marple,-2.11,2
00BSFS,North Reddish,0.63,4
00BSFT,Romiley,-0.42,3
00BSFU,South Marple,-2.67,1
00BSFW,South Reddish,2.17,4
00BSFX,West Bramhall,-3.40,1
00BTFA,Ashton Hurst,1.23,4
00BTFB,Ashton St. Michael's,2.25,5
00BTFC,Ashton St. Peters',6.96,5
00BTFD,Ashton Waterloo,1.62,4
00BTFE,Audenshaw,-0.27,4
00BTFF,Denton North East,0.27,4
00BTFG,Denton South,2.84,5
00BTFH,Denton West,-1.69,2
00BTFJ,Droylsden East,0.69,4
00BTFK,Droylsden West,0.28,4
00BTFL,Dukinfield,1.39,4
00BTFM,Dukinfield Stalybridge,0.13,4
00BTFN,Hyde Godley,3.07,5
00BTFP,Hyde Newton,1.78,4
00BTFQ,Hyde Werneth,0.43,4
00BTFR,Longdendale,1.98,4
00BTFS,Mossley,-0.03,4
00BTFT,Stalybridge North,2.12,4
00BTFU,Stalybridge South,-0.40,3
00BUFA,Altrincham,-0.89,3
00BUFB,Bowdon,-2.88,1
00BUFC,Broadheath,-1.78,2
00BUFD,Brooklands,-2.51,2
00BUFE,Bucklow,3.05,5
00BUFF,Clifford,7.16,5
00BUFG,Davyhulme East,-2.44,2
00BUFH,Davyhulme West,-1.77,2
00BUFJ,Flixton,-1.88,2
00BUFK,Hale,-3.10,1
00BUFL,Longford,2.53,5
00BUFM,Mersey St. Mary's,-2.76,1
00BUFN,Park,1.00,4
00BUFP,Priory,-0.16,4
00BUFQ,St. Martin's,2.23,5
00BUFR,Sale Moor,0.26,4
00BUFS,Stretford,0.73,4
00BUFT,Talbot,3.81,5
00BUFU,Timperley,-3.01,1
00BUFW,Urmston,-0.23,4
00BUFX,Village,-0.32,3
00BWFA,Abram,1.46,4
00BWFB,Ashton-Golborne,-1.59,3
00BWFC,Aspull-Standish,-1.77,2
00BWFD,Atherton,2.46,5
00BWFE,Bedford-Astley,0.39,4
00BWFF,Beech Hill,0.78,4
00BWFG,Bryn,-0.42,3
00BWFH,Hindley,0.72,4
00BWFJ,Hindley Green,-0.50,3
00BWFK,Hindsford,1.17,4
00BWFL,Hope Carr,-0.11,4
00BWFM,Ince,4.91,5
00BWFN,Langtree,-2.83,1
00BWFP,Leigh Central,2.90,5
00BWFQ,Leigh East,0.32,4
00BWFR,Lightshaw,-0.79,3
00BWFS,Newtown,3.38,5
00BWFT,Norley,6.94,5
00BWFU,Orrell,-2.03,2
00BWFW,Swinley,-0.60,3
00BWFX,Tyldesley East,-1.82,2
00BWFY,Whelley,2.61,5
00BWFZ,Winstanley,-2.46,2
00BWGA,Worsley Mesnes,0.82,4
00BXFA,Cantril Farm,11.79,5
00BXFB,Cherryfield,9.82,5
00BXFC,Halewood East,-2.44,2
00BXFD,Halewood South,5.59,5
00BXFE,Halewood West,6.05,5
00BXFF,Kirkby Central,9.25,5
00BXFG,Knowsley Park,4.55,5
00BXFH,Longview,14.38,5
00BXFJ,Northwood,12.32,5
00BXFK,Page Moss,6.24,5
00BXFL,Park,2.01,4
00BXFM,Prescot East,4.07,5
00BXFN,Prescot West,2.39,5
00BXFP,Princess,15.85,5
00BXFQ,Roby,-2.53,2
00BXFR,St. Gabriels,6.26,5
00BXFS,St. Michaels,5.84,5
00BXFT,Swanside,-1.37,3
00BXFU,Tower Hill,5.85,5
00BXFW,Whiston North,1.40,4
00BXFX,Whiston South,2.27,5
00BXFY,Whitefield,4.52,5
00BYFA,Abercromby,9.36,5
00BYFB,Aigburth,3.23,5
00BYFC,Allerton,0.14,4
00BYFD,Anfield,6.02,5
00BYFE,Arundel,7.48,5
00BYFF,Breckfield,12.50,5
00BYFG,Broadgreen,5.22,5
00BYFH,Childwall,-0.92,3
00BYFJ,Church,0.10,4
00BYFK,Clubmoor,10.21,5
00BYFL,County,7.12,5
00BYFM,Croxteth,0.86,4
00BYFN,Dingle,5.94,5
00BYFP,Dovecot,7.55,5
00BYFQ,Everton,10.12,5
00BYFR,Fazakerley,4.14,5
00BYFS,Gillmoss,3.37,5
00BYFT,Granby,16.61,5
00BYFU,Grassendale,-0.65,3
00BYFW,Kensington,10.46,5
00BYFX,Melrose,9.89,5
00BYFY,Netherley,8.97,5
00BYFZ,Old Swan,4.43,5
00BYGA,Picton,7.34,5
00BYGB,Pirrie,9.93,5
00BYGC,St. Mary's,7.40,5
00BYGD,Smithdown,11.93,5
00BYGE,Speke,11.28,5
00BYGF,Tuebrook,6.72,5
00BYGG,Valley,6.02,5
00BYGH,Vauxhall,14.22,5
00BYGJ,Warbreck,3.65,5
00BYGK,Woolton,-0.13,4
00BZFA,Billinge and Seneley Green,-1.86,2
00BZFB,Blackbrook,1.46,4
00BZFC,Broad Oak,6.04,5
00BZFD,Eccleston,-2.56,2
00BZFE,Grange Park,2.34,5
00BZFF,Haydock,0.75,4
00BZFG,Marshalls Cross,3.39,5
00BZFH,Moss Bank,1.78,4
00BZFJ,Newton East,1.19,4
00BZFK,Newton West,3.00,5
00BZFL,Parr and Hardshaw,8.80,5
00BZFM,Queen's Park,3.95,5
00BZFN,Rainford,-2.36,2
00BZFP,Rainhill,-1.58,3
00BZFQ,Sutton and Bold,0.11,4
00BZFR,Thatto Heath,2.54,5
00BZFS,West Sutton,5.43,5
00BZFT,Windle,0.65,4
00CAGA,Ainsdale,-1.42,3
00CAGB,Birkdale,-1.83,2
00CAGC,Blundellsands,-2.03,2
00CAGD,Cambridge,1.19,4
00CAGE,Church,3.82,5
00CAGF,Derby,4.96,5
00CAGG,Dukes,2.72,5
00CAGH,Ford,4.77,5
00CAGJ,Harington,-3.20,1
00CAGK,Kew,-0.16,4
00CAGL,Linacre,10.91,5
00CAGM,Litherland,4.67,5
00CAGN,Manor,0.06,4
00CAGP,Meols,-2.24,2
00CAGQ,Molyneux,-1.43,3
00CAGR,Netherton and Orrell,4.21,5
00CAGS,Norwood,-0.39,3
00CAGT,Park,-1.94,2
00CAGU,Ravenmeols,-2.68,1
00CAGW,St Oswald,4.64,5
00CAGX,Sudell,-2.63,1
00CAGY,Victoria,-1.32,3
00CBFA,Bebington,-1.03,3
00CBFB,Bidston,10.07,5
00CBFC,Birkenhead,9.28,5
00CBFD,Bromborough,1.51,4
00CBFE,Clatterbridge,-2.69,1
00CBFF,Claughton,0.47,4
00CBFG,Eastham,-1.14,3
00CBFH,Egerton,2.55,5
00CBFJ,Heswall,-3.15,1
00CBFK,Hoylake,-1.47,3
00CBFL,Leasowe,4.88,5
00CBFM,Liscard,2.31,5
00CBFN,Moreton,-0.67,3
00CBFP,New Brighton,1.30,4
00CBFQ,Oxton,-0.54,3
00CBFR,Prenton,-0.35,3
00CBFS,Royden,-2.51,2
00CBFT,Seacombe,5.52,5
00CBFU,Thurstaston,-2.03,2
00CBFW,Tranmere,7.87,5
00CBFX,Upton,1.37,4
00CBFY,Wallasey,-1.42,3
00CCFA,Ardsley,2.96,5
00CCFB,Athersley,5.60,5
00CCFC,Brierley,3.29,5
00CCFD,Central,2.41,5
00CCFE,Cudworth,1.49,4
00CCFF,Darfield,1.61,4
00CCFG,Darton,-0.56,3
00CCFH,Dearne South,3.11,5
00CCFJ,Dearne Thurnscoe,4.84,5
00CCFK,Dodworth,-1.47,3
00CCFL,Hoyland East,2.34,5
00CCFM,Hoyland West,1.61,4
00CCFN,Monk Bretton,3.52,5
00CCFP,North West,2.39,5
00CCFQ,Park,4.41,5
00CCFR,Penistone East,-1.82,2
00CCFS,Penistone West,-1.45,3
00CCFT,Royston,0.98,4
00CCFU,South West,0.81,4
00CCFW,Wombwell North,3.22,5
00CCFX,Wombwell South,1.94,4
00CCFY,Worsbrough,2.93,5
00CEFA,Adwick,2.74,5
00CEFB,Armthorpe,-0.53,3
00CEFC,Askern,1.27,4
00CEFD,Balby,2.91,5
00CEFE,Bentley Central,4.01,5
00CEFF,Bentley North Road,1.09,4
00CEFG,Bessacarr,-0.55,3
00CEFH,Central,6.51,5
00CEFJ,Conisbrough,4.23,5
00CEFK,Edlington and Warmsworth,1.84,4
00CEFL,Hatfield,-0.25,4
00CEFM,Intake,3.44,5
00CEFN,Mexborough,3.35,5
00CEFP,Richmond,-1.60,3
00CEFQ,Rossington,1.34,4
00CEFR,South East,-2.15,2
00CEFS,Southern Parks,-2.77,1
00CEFT,Stainforth,0.64,4
00CEFU,Thorne,2.09,4
00CEFW,Town Field,3.12,5
00CEFX,Wheatley,3.31,5
00CFFA,Anston and Woodsetts,-2.08,2
00CFFB,Aston,-0.79,3
00CFFC,Boston,2.75,5
00CFFD,Bramley,-1.97,2
00CFFE,Brampton,1.88,4
00CFFF,Brinsworth,-0.51,3
00CFFG,Broom,-1.99,2
00CFFH,Central,7.69,5
00CFFJ,Dalton,2.92,5
00CFFK,Greasbrough,4.17,5
00CFFL,Herringthorpe,10.56,5
00CFFM,Kimberworth,1.16,4
00CFFN,Kiveton Park,-0.89,3
00CFFP,Maltby,1.26,4
00CFFQ,Park,5.80,5
00CFFR,Rawmarsh East,3.59,5
00CFFS,Rawmarsh West,2.74,5
00CFFT,St. John's,0.36,4
00CFFU,Swinton,1.33,4
00CFFW,Thorpe Hesley,1.39,4
00CFFX,Thurcroft and Whiston,0.94,4
00CFFY,Wath,1.58,4
00CGFA,Beauchief,-1.18,3
00CGFB,Birley,1.82,4
00CGFC,Brightside,3.32,5
00CGFD,Broomhill,1.36,4
00CGFE,Burngreave,9.73,5
00CGFF,Castle,10.31,5
00CGFG,Chapel Green,-0.86,3
00CGFH,Darnall,5.04,5
00CGFJ,Dore,-0.38,3
00CGFK,Ecclesall,-2.90,1
00CGFL,Firth Park,7.96,5
00CGFM,Hallam,-2.14,2
00CGFN,Handsworth,1.97,4
00CGFP,Heeley,2.54,5
00CGFQ,Hillsborough,0.40,4
00CGFR,Intake,1.65,4
00CGFS,Manor,10.04,5
00CGFT,Mosborough,-0.26,4
00CGFU,Nether Edge,0.88,4
00CGFW,Nether Shire,5.81,5
00CGFX,Netherthorpe,7.08,5
00CGFY,Norton,5.48,5
00CGFZ,Owlerton,4.05,5
00CGGA,Park,8.76,5
00CGGB,Sharrow,8.50,5
00CGGC,Southey Green,8.48,5
00CGGD,South Wortley,-1.54,3
00CGGE,Stocksbridge,-0.17,4
00CGGF,Walkley,1.36,4
00CHFA,Bede,9.12,5
00CHFB,Bensham,8.71,5
00CHFC,Birtley,1.73,4
00CHFD,Blaydon,3.97,5
00CHFE,Chopwell and Rowlands Gill,2.07,4
00CHFF,Chowdene,2.43,5
00CHFG,Crawcrook and Greenside,-0.18,4
00CHFH,Deckham,5.76,5
00CHFJ,Dunston,2.88,5
00CHFK,Felling,8.64,5
00CHFL,High Fell,6.82,5
00CHFM,Lamesley,3.16,5
00CHFN,Leam,5.15,5
00CHFP,Low Fell,-1.37,3
00CHFQ,Pelaw and Heworth,3.46,5
00CHFR,Ryton,0.30,4
00CHFS,Saltwell,5.44,5
00CHFT,Teams,5.91,5
00CHFU,Whickham North,1.18,4
00CHFW,Whickham South,-2.42,2
00CHFX,Winlaton,0.86,4
00CHFY,Wrekendyke,2.87,5
00CJFA,Benwell,6.34,5
00CJFB,Blakelaw,3.51,5
00CJFC,Byker,10.18,5
00CJFD,Castle,-1.16,3
00CJFE,Dene,-0.37,3
00CJFF,Denton,3.53,5
00CJFG,Elswick,11.16,5
00CJFH,Fawdon,5.91,5
00CJFJ,Fenham,4.33,5
00CJFK,Grange,1.24,4
00CJFL,Heaton,2.98,5
00CJFM,Jesmond,1.05,4
00CJFN,Kenton,4.36,5
00CJFP,Lemington,2.08,4
00CJFQ,Monkchester,11.91,5
00CJFR,Moorside,11.03,5
00CJFS,Newburn,3.62,5
00CJFT,Sandyford,6.30,5
00CJFU,Scotswood,7.85,5
00CJFW,South Gosforth,-1.32,3
00CJFX,Walker,12.94,5
00CJFY,Walkergate,3.50,5
00CJFZ,West City,14.10,5
00CJGA,Westerhope,-1.75,2
00CJGB,Wingrove,5.62,5
00CJGC,Woolsington,4.96,5
00CKFA,Battle Hill,1.74,4
00CKFB,Benton,1.23,4
00CKFC,Camperdown,2.80,5
00CKFD,Chirton,5.98,5
00CKFE,Collingwood,4.70,5
00CKFF,Cullercoats,-0.80,3
00CKFG,Holystone,0.30,4
00CKFH,Howdon,5.55,5
00CKFJ,Longbenton,5.29,5
00CKFK,Monkseaton,-2.12,2
00CKFL,North Shields,0.10,4
00CKFM,Northumberland,1.79,4
00CKFN,Riverside,7.15,5
00CKFP,St. Mary's,-3.74,1
00CKFQ,Seatonville,0.11,4
00CKFR,Tynemouth,0.88,4
00CKFS,Valley,2.57,5
00CKFT,Wallsend,4.74,5
00CKFU,Weetslade,-0.22,4
00CKFW,Whitley Bay,0.30,4
00CLFA,All Saints,6.70,5
00CLFB,Beacon and Bents,6.07,5
00CLFC,Bede,9.98,5
00CLFD,Biddick Hall,8.71,5
00CLFE,Boldon Colliery,2.91,5
00CLFF,Cleadon and East Boldon,-3.36,1
00CLFG,Cleadon Park,6.68,5
00CLFH,Fellgate and Hedworth,4.36,5
00CLFJ,Harton,5.79,5
00CLFK,Hebburn Quay,3.94,5
00CLFL,Hebburn South,5.16,5
00CLFM,Horsley Hill,4.61,5
00CLFN,Monkton,4.45,5
00CLFP,Primrose,5.88,5
00CLFQ,Rekendyke,11.07,5
00CLFR,Tyne Dock and Simonside,8.36,5
00CLFS,Westoe,0.81,4
00CLFT,West Park,1.01,4
00CLFU,Whitburn and Marsden,2.38,5
00CLFW,Whiteleas,5.83,5
00CMFA,Castletown,5.72,5
00CMFB,Central,5.62,5
00CMFC,Colliery,5.18,5
00CMFD,Eppleton,2.26,5
00CMFE,Fulwell,-2.10,2
00CMFF,Grindon,6.81,5
00CMFG,Hendon,4.82,5
00CMFH,Hetton,3.63,5
00CMFJ,Houghton,3.44,5
00CMFK,Pallion,2.11,4
00CMFL,Ryhope,2.32,5
00CMFM,St. Chad's,2.84,5
00CMFN,St. Michael's,-1.23,3
00CMFP,St. Peter's,1.07,4
00CMFQ,Shiney Row,1.46,4
00CMFR,Silksworth,2.02,4
00CMFS,South Hylton,7.86,5
00CMFT,Southwick,7.88,5
00CMFU,Thorney Close,9.37,5
00CMFW,Thornholme,4.97,5
00CMFX,Town End Farm,7.49,5
00CMFY,Washington East,1.62,4
00CMFZ,Washington North,4.95,5
00CMGA,Washington South,0.54,4
00CMGB,Washington West,0.40,4
00CNFA,Acock's Green,3.56,5
00CNFB,Aston,16.31,5
00CNFC,Bartley Green,5.32,5
00CNFD,Billesley,3.78,5
00CNFE,Bournville,2.34,5
00CNFF,Brandwood,3.26,5
00CNFG,Edgbaston,4.87,5
00CNFH,Erdington,3.11,5
00CNFJ,Fox Hollies,6.02,5
00CNFK,Hall Green,0.58,4
00CNFL,Handsworth,13.54,5
00CNFM,Harborne,2.44,5
00CNFN,Hodge Hill,3.85,5
00CNFP,Kingsbury,5.03,5
00CNFQ,King's Norton,4.98,5
00CNFR,Kingstanding,6.66,5
00CNFS,Ladywood,10.71,5
00CNFT,Longbridge,4.26,5
00CNFU,Moseley,3.47,5
00CNFW,Nechells,13.66,5
00CNFX,Northfield,1.17,4
00CNFY,Oscott,0.88,4
00CNFZ,Perry Barr,-0.35,3
00CNGA,Quinton,1.42,4
00CNGB,Sandwell,5.82,5
00CNGC,Selly Oak,2.63,5
00CNGD,Shard End,6.19,5
00CNGE,Sheldon,1.64,4
00CNGF,Small Heath,14.18,5
00CNGG,Soho,12.35,5
00CNGH,Sparkbrook,18.62,5
00CNGJ,Sparkhill,11.76,5
00CNGK,Stockland Green,4.46,5
00CNGL,Sutton Four Oaks,-2.66,1
00CNGM,Sutton New Hall,-1.18,3
00CNGN,Sutton Vesey,-2.24,2
00CNGP,Washwood Heath,11.09,5
00CNGQ,Weoley,5.49,5
00CNGR,Yardley,3.41,5
00CQFA,Bablake,-1.13,3
00CQFB,Binley and Willenhall,2.70,5
00CQFC,Cheylesmore,0.23,4
00CQFD,Earlsdon,-1.41,3
00CQFE,Foleshill,10.79,5
00CQFF,Henley,3.40,5
00CQFG,Holbrook,1.91,4
00CQFH,Longford,3.33,5
00CQFJ,Lower Stoke,2.21,5
00CQFK,Radford,4.81,5
00CQFL,St. Michael's,10.43,5
00CQFM,Sherbourne,0.46,4
00CQFN,Upper Stoke,3.08,5
00CQFP,Wainbody,-3.05,1
00CQFQ,Westwood,2.04,4
00CQFR,Whoberley,-0.08,4
00CQFS,Woodlands,0.03,4
00CQFT,Wyken,0.70,4
00CRFA,Amblecote,-2.20,2
00CRFB,Belle Vale and Hasbury,1.03,4
00CRFC,Brierley Hill,5.27,5
00CRFD,Brockmoor and Pensnett,3.55,5
00CRFE,Castle and Priory,5.73,5
00CRFF,Coseley East,2.08,4
00CRFG,Coseley West,0.30,4
00CRFH,Gornal,0.71,4
00CRFJ,Halesowen North,0.24,4
00CRFK,Halesowen South,-2.35,2
00CRFL,Hayley Green,-1.17,3
00CRFM,Kingswinford North and Wall Heath,-2.75,1
00CRFN,Kingswinford South,-2.39,2
00CRFP,Lye and Wollescote,4.78,5
00CRFQ,Netherton and Woodside,5.09,5
00CRFR,Norton,-1.97,2
00CRFS,Pedmore and Stourbridge East,-1.73,2
00CRFT,Quarry Bank and Cradley,0.91,4
00CRFU,St. Andrews,2.20,4
00CRFW,St. James's,3.90,5
00CRFX,St. Thomas's,6.43,5
00CRFY,Sedgley,-2.48,2
00CRFZ,Wollaston and Stourbridge West,-0.06,4
00CRGA,Wordsley,-2.24,2
00CSFA,Abbey,0.85,4
00CSFB,Blackheath,4.01,5
00CSFC,Bristnall,3.74,5
00CSFD,Charlemont,1.08,4
00CSFE,Cradley Heath and Old Hill,3.42,5
00CSFF,Friar Park,5.51,5
00CSFG,Great Barr,0.25,4
00CSFH,Great Bridge,4.82,5
00CSFJ,Greets Green and Lyng,7.16,5
00CSFK,Hateley Heath,5.39,5
00CSFL,Langley,2.47,5
00CSFM,Newton,0.13,4
00CSFN,Oldbury,4.94,5
00CSFP,Old Warley,0.47,4
00CSFQ,Princes End,5.81,5
00CSFR,Rowley,2.88,5
00CSFS,St. Pauls,8.09,5
00CSFT,Smethwick,6.82,5
00CSFU,Soho and Victoria,12.10,5
00CSFW,Tipton Green,4.51,5
00CSFX,Tividale,1.89,4
00CSFY,Wednesbury North,4.10,5
00CSFZ,Wednesbury South,4.40,5
00CSGA,West Bromwich Central,6.89,5
00CTFA,Bickenhill,-1.05,3
00CTFB,Castle Bromwich,-1.84,2
00CTFC,Chelmsley Wood,6.62,5
00CTFD,Elmdon,-0.87,3
00CTFE,Fordbridge,6.22,5
00CTFF,Kingshurst,3.95,5
00CTFG,Knowle,-3.72,1
00CTFH,Lyndon,-1.27,3
00CTFJ,Meriden,-3.10,1
00CTFK,Olton,-2.18,2
00CTFL,Packwood,-3.88,1
00CTFM,St. Alphege,-3.75,1
00CTFN,Shirley East,-1.94,2
00CTFP,Shirley South,-3.02,1
00CTFQ,Shirley West,-2.02,2
00CTFR,Silhill,-1.76,2
00CTFS,Smith's Wood,6.29,5
00CUFA,Aldridge Central and South,-0.83,3
00CUFB,Aldridge North and Walsall Wood,-0.69,3
00CUFC,Bentley and Darlaston North,5.35,5
00CUFD,Birchills Leamore,6.33,5
00CUFE,Blakenall,8.10,5
00CUFF,Bloxwich East,4.37,5
00CUFG,Bloxwich West,3.18,5
00CUFH,Brownhills,1.31,4
00CUFJ,Darlaston South,6.10,5
00CUFK,Hatherton Rushall,1.19,4
00CUFL,Paddock,-1.71,2
00CUFM,Palfrey,6.55,5
00CUFN,Pelsall,-0.65,3
00CUFP,Pheasey,-2.12,2
00CUFQ,Pleck,6.96,5
00CUFR,St. Matthew's,8.99,5
00CUFS,Short Heath,0.45,4
00CUFT,Streetly,-3.76,1
00CUFU,Willenhall North,0.24,4
00CUFW,Willenhall South,3.87,5
00CWFA,Bilston East,6.92,5
00CWFB,Bilston North,3.47,5
00CWFC,Blakenhall,5.77,5
00CWFD,Bushbury,1.70,4
00CWFE,East Park,6.88,5
00CWFF,Ettingshall,7.65,5
00CWFG,Fallings Park,3.01,5
00CWFH,Graiseley,5.31,5
00CWFJ,Heath Town,7.26,5
00CWFK,Low Hill,8.44,5
00CWFL,Merry Hill,0.45,4
00CWFM,Oxley,2.10,4
00CWFN,Park,2.59,5
00CWFP,Penn,-2.17,2
00CWFQ,St. Peter's,9.30,5
00CWFR,Spring Vale,2.19,4
00CWFS,Tettenhall Regis,1.24,4
00CWFT,Tettenhall Wightwick,-1.07,3
00CWFU,Wednesfield North,1.53,4
00CWFW,Wednesfield South,1.90,4
00CXFA,Baildon,-1.69,2
00CXFB,Bingley,-0.55,3
00CXFC,Bingley Rural,-1.47,3
00CXFD,Bolton,-0.40,3
00CXFE,Bowling,9.15,5
00CXFF,Bradford Moor,14.92,5
00CXFG,Clayton,1.14,4
00CXFH,Craven,-2.39,2
00CXFJ,Eccleshill,2.76,5
00CXFK,Great Horton,3.85,5
00CXFL,Heaton,4.62,5
00CXFM,Idle,-0.74,3
00CXFN,Ilkley,-2.18,2
00CXFP,Keighley North,2.29,5
00CXFQ,Keighley South,5.90,5
00CXFR,Keighley West,2.64,5
00CXFS,Little Horton,12.99,5
00CXFT,Odsal,3.27,5
00CXFU,Queensbury,-0.49,3
00CXFW,Rombalds,-2.75,1
00CXFX,Shipley East,3.42,5
00CXFY,Shipley West,0.12,4
00CXFZ,Thornton,1.16,4
00CXGA,Toller,11.62,5
00CXGB,Tong,5.62,5
00CXGC,Undercliffe,6.60,5
00CXGD,University,15.90,5
00CXGE,Wibsey,1.35,4
00CXGF,Worth Valley,-1.94,2
00CXGG,Wyke,1.12,4
00CYFA,Brighouse,0.11,4
00CYFB,Calder Valley,-0.39,3
00CYFC,Elland,2.34,5
00CYFD,Greetland and Stainland,-1.48,3
00CYFE,Hipperholme and Lightcliffe,-1.78,2
00CYFF,Illingworth,1.37,4
00CYFG,Luddendenfoot,0.08,4
00CYFH,Mixenden,4.97,5
00CYFJ,Northowram and Shelf,-2.40,2
00CYFK,Ovenden,4.75,5
00CYFL,Rastrick,-0.65,3
00CYFM,Ryburn,-0.46,3
00CYFN,St. John's,10.93,5
00CYFP,Skircoat,-0.57,3
00CYFQ,Sowerby Bridge,1.03,4
00CYFR,Todmorden,1.54,4
00CYFS,Town,4.90,5
00CYFT,Warley,1.90,4
00CZFA,Almondbury,0.84,4
00CZFB,Batley East,5.88,5
00CZFC,Batley West,4.28,5
00CZFD,Birkby,2.92,5
00CZFE,Birstall and Birkenshaw,-0.40,3
00CZFF,Cleckheaton,-0.10,4
00CZFG,Colne Valley West,-0.26,4
00CZFH,Crosland Moor,3.22,5
00CZFJ,Dalton,1.37,4
00CZFK,Deighton,6.08,5
00CZFL,Denby Dale,-2.49,2
00CZFM,Dewsbury East,4.18,5
00CZFN,Dewsbury West,5.78,5
00CZFP,Golcar,0.08,4
00CZFQ,Heckmondwike,0.21,4
00CZFR,Holme Valley North,-1.27,3
00CZFS,Holme Valley South,-2.09,2
00CZFT,Kirkburton,-1.99,2
00CZFU,Lindley,-1.28,3
00CZFW,Mirfield,-1.24,3
00CZFX,Newsome,4.79,5
00CZFY,Paddock,4.10,5
00CZFZ,Spen,1.39,4
00CZGA,Thornhill,5.82,5
00DAFA,Aireborough,-1.29,3
00DAFB,Armley,3.35,5
00DAFC,Barwick and Kippax,-1.29,3
00DAFD,Beeston,4.26,5
00DAFE,Bramley,3.35,5
00DAFF,Burmantofts,7.61,5
00DAFG,Chapel Allerton,4.58,5
00DAFH,City and Holbeck,8.63,5
00DAFJ,Cookridge,-0.58,3
00DAFK,Garforth and Swillington,-1.60,3
00DAFL,Halton,-2.36,2
00DAFM,Harehills,8.96,5
00DAFN,Headingley,5.88,5
00DAFP,Horsforth,-1.72,2
00DAFQ,Hunslet,6.75,5
00DAFR,Kirkstall,3.80,5
00DAFS,Middleton,3.04,5
00DAFT,Moortown,-0.01,4
00DAFU,Morley North,-1.42,3
00DAFW,Morley South,0.11,4
00DAFX,North,-0.88,3
00DAFY,Otley and Wharfedale,-1.60,3
00DAFZ,Pudsey North,-1.63,3
00DAGA,Pudsey South,0.62,4
00DAGB,Richmond Hill,7.01,5
00DAGC,Rothwell,-0.21,4
00DAGD,Roundhay,-1.20,3
00DAGE,Seacroft,8.14,5
00DAGF,University,10.11,5
00DAGG,Weetwood,1.60,4
00DAGH,Wetherby,-2.54,2
00DAGJ,Whinmoor,2.44,5
00DAGK,Wortley,2.24,5
00DBFA,Castleford Ferry Fryston,3.46,5
00DBFB,Castleford Glasshoughton,1.43,4
00DBFC,Castleford Whitwood,2.40,5
00DBFD,Crofton and Ackworth,-0.68,3
00DBFE,Featherstone,2.03,4
00DBFF,Hemsworth,2.60,5
00DBFG,Horbury,-0.43,3
00DBFH,Knottingley,3.66,5
00DBFJ,Normanton and Sharlston,1.88,4
00DBFK,Ossett,-0.46,3
00DBFL,Pontefract North,1.43,4
00DBFM,Pontefract South,-0.04,4
00DBFN,South Elmsall,1.22,4
00DBFP,South Kirkby,3.06,5
00DBFQ,Stanley and Altofts,-1.51,3
00DBFR,Stanley and Wrenthorpe,-1.11,3
00DBFS,Wakefield Central,4.20,5
00DBFT,Wakefield East,6.42,5
00DBFU,Wakefield North,3.63,5
00DBFW,Wakefield Rural,-1.81,2
00DBFX,Wakefield South,-1.08,3
00EBMA,Brinkburn,4.61,5
00EBMB,Brus,9.04,5
00EBMC,Dyke House,7.81,5
00EBMD,Elwick,-2.50,2
00EBME,Fens,1.16,4
00EBMF,Grange,-0.74,3
00EBMG,Greatham,-0.10,4
00EBMH,Hart,-1.60,3
00EBMJ,Jackson,6.98,5
00EBMK,Owton,11.15,5
00EBML,Park,3.50,5
00EBMM,Rift House,-0.72,3
00EBMN,Rossmere,4.97,5
00EBMP,St. Hilda,7.68,5
00EBMQ,Seaton,-1.36,3
00EBMR,Stranton,10.70,5
00EBMS,Throston,-0.74,3
00ECNC,Acklam,-2.15,2
00ECND,Ayresome,6.14,5
00ECNE,Beckfield,7.95,5
00ECNF,Beechwood,9.63,5
00ECNG,Brookfield,-2.67,1
00ECNH,Clairville,7.44,5
00ECNJ,Coulby Newham,1.97,4
00ECNK,Gresham,9.85,5
00ECNL,Hemlington,7.13,5
00ECNM,Kader,-1.57,3
